"Search","Date","Links"
"""Spaced repetition"" OR ""spacing effect""",2012-11-09,18
"User:Gwern OR User:Marudubshinki OR gwern OR gwern.net",2012-11-10,21
"User:Gwern OR User:Marudubshinki OR gwern OR gwern.net",2012-11-11,11
"""Mark Lombardi"" -""Maryville University""",2012-11-11,12
"User:Gwern OR User:Marudubshinki OR gwern OR gwern.net",2012-11-11,7
"modafinil",2012-11-12,10
"""Frank Herbert"" -mason",2012-11-12,65
"dual n-back",2012-11-13,10
"User:Gwern OR User:Marudubshinki OR gwern OR gwern.net",2012-11-14,11
"""Gene Wolfe""",2012-11-14,29
"""Silk Road"" (bitcoin OR drugs OR cryptography)",2012-11-14,29
"""LessWrong"" OR ""Singularity Institute""",2012-11-14,21
"((""Hideaki Anno"" OR ""Anno Hideaki"") interview) OR Neon",2012-11-14,13
"""Nick Bostrom""",2012-11-15,20
"""intermittent fasting""",2012-11-15,130
"melatonin",2012-11-15,51
"""Spaced repetition"" OR ""spacing effect""",2012-11-16,14
"User:Gwern OR User:Marudubshinki OR gwern OR gwern.net",2012-11-17,9
"((""Hideaki Anno"" OR ""Anno Hideaki"") interview) OR Neon",2012-11-17,8
"User:Gwern OR User:Marudubshinki OR gwern OR gwern.net",2012-11-18,8
"""Death Note"" (script OR live-action OR Parlapanides)",2012-11-18,27
"""Mark Lombardi"" -""Maryville University""",2012-11-18,12
"User:Gwern OR User:Marudubshinki OR gwern OR gwern.net",2012-11-19,8
"""Frank Herbert"" -mason",2012-11-19,60
"modafinil",2012-11-19,12
"R. A. Lafferty",2012-11-19,11
"((""Hideaki Anno"" OR ""Anno Hideaki"") interview) OR Neon",2012-11-19,9
"User:Gwern OR User:Marudubshinki OR gwern OR gwern.net",2012-11-20,6
"User:Gwern OR User:Marudubshinki OR gwern OR gwern.net",2012-11-20,15
"dual n-back",2012-11-21,35
"((""Hideaki Anno"" OR ""Anno Hideaki"") interview) OR Neon",2012-11-21,8
"""Silk Road"" (bitcoin OR drugs OR cryptography)",2012-11-21,44
"""Gene Wolfe""",2012-11-21,22
"""LessWrong"" OR ""Singularity Institute""",2012-11-21,8
"User:Gwern OR User:Marudubshinki OR gwern OR gwern.net",2012-11-22,10
"""Nick Bostrom""",2012-11-22,24
"melatonin",2012-11-22,20
"""sunk cost"" OR ""concorde effect""",2012-11-22,6
"""intermittent fasting""",2012-11-22,116
"User:Gwern OR User:Marudubshinki OR gwern OR gwern.net",2012-11-23,9
"""Spaced repetition"" OR ""spacing effect""",2012-11-23,12
"User:Gwern OR User:Marudubshinki OR gwern OR gwern.net",2012-11-24,10
"User:Gwern OR User:Marudubshinki OR gwern OR gwern.net",2012-11-25,12
"""Death Note"" (script OR live-action OR Parlapanides)",2012-11-25,17
"""Frank Herbert"" -mason",2012-11-26,45
"modafinil",2012-11-26,10
"dual n-back",2012-11-27,18
"""Gene Wolfe""",2012-11-28,10
"""Silk Road"" (bitcoin OR drugs OR cryptography)",2012-11-28,13
"""LessWrong"" OR ""Singularity Institute""",2012-11-28,12
"""Nick Bostrom""",2012-11-29,25
"""sunk cost"" OR ""concorde effect""",2012-11-29,8
"melatonin",2012-11-29,31
"""intermittent fasting""",2012-11-29,26
"User:Gwern OR User:Marudubshinki OR gwern OR gwern.net",2012-11-30,10
"""Spaced repetition"" OR ""spacing effect""",2012-11-30,16
"User:Gwern OR User:Marudubshinki OR gwern OR gwern.net",2012-12-02,5
"""Death Note"" (script OR live-action OR Parlapanides)",2012-12-03,24
"R. A. Lafferty",2012-12-03,11
"modafinil",2012-12-03,14
"""Frank Herbert"" -mason",2012-12-03,17
"User:Gwern OR User:Marudubshinki OR gwern OR gwern.net",2012-12-04,9
"User:Gwern OR User:Marudubshinki OR gwern OR gwern.net",2012-12-05,10
"""Silk Road"" (bitcoin OR drugs OR cryptography)",2012-12-05,19
"((""Hideaki Anno"" OR ""Anno Hideaki"") interview) OR Neon",2012-12-06,10
"""Nick Bostrom""",2012-12-06,11
"""intermittent fasting""",2012-12-06,88
"User:Gwern OR User:Marudubshinki OR gwern OR gwern.net",2012-12-07,8
"melatonin",2012-12-07,20
"""Spaced repetition"" OR ""spacing effect""",2012-12-07,17
"""Death Note"" (script OR live-action OR Parlapanides)",2012-12-09,21
"User:Gwern OR User:Marudubshinki OR gwern OR gwern.net",2012-12-10,10
"modafinil",2012-12-10,12
"R. A. Lafferty",2012-12-10,7
"""Frank Herbert"" -mason",2012-12-10,48
"User:Gwern OR User:Marudubshinki OR gwern OR gwern.net",2012-12-11,7
"""LessWrong"" OR ""Singularity Institute""",2012-12-11,10
"User:Gwern OR User:Marudubshinki OR gwern OR gwern.net",2012-12-12,12
"dual n-back",2012-12-12,19
"""Silk Road"" (bitcoin OR drugs OR cryptography)",2012-12-12,19
"""Gene Wolfe""",2012-12-12,16
"""synaptic homeostasis""",2012-12-13,7
"melatonin",2012-12-13,21
"""intermittent fasting""",2012-12-13,109
"""Nick Bostrom""",2012-12-13,8
"User:Gwern OR User:Marudubshinki OR gwern OR gwern.net",2012-12-14,17
"""Spaced repetition"" OR ""spacing effect""",2012-12-14,14
"""Death Note"" (script OR live-action OR Parlapanides)",2012-12-16,18
"""Frank Herbert"" -mason",2012-12-17,36
"modafinil",2012-12-17,12
"R. A. Lafferty",2012-12-17,10
"((""Hideaki Anno"" OR ""Anno Hideaki"") interview) OR Neon",2012-12-17,10
"""Gene Wolfe""",2012-12-19,46
"""LessWrong"" OR ""Singularity Institute""",2012-12-19,12
"dual n-back",2012-12-19,11
"""Silk Road"" (bitcoin OR drugs OR cryptography)",2012-12-19,20
"""intermittent fasting""",2012-12-20,111
"""Nick Bostrom""",2012-12-20,41
"melatonin",2012-12-20,28
"""Mark Lombardi"" -""Maryville University""",2012-12-23,6
"""Frank Herbert"" -mason",2012-12-24,52
"modafinil",2012-12-24,11
"dual n-back",2012-12-25,15
"""Silk Road"" (bitcoin OR drugs OR cryptography)",2012-12-26,13
"""LessWrong"" OR ""Singularity Institute""",2012-12-26,14
"User:Gwern OR User:Marudubshinki OR gwern OR gwern.net",2012-12-26,12
"melatonin",2012-12-27,41
"""Nick Bostrom""",2012-12-27,15
"""sunk cost"" OR ""concorde effect""",2012-12-27,10
"User:Gwern OR User:Marudubshinki OR gwern OR gwern.net",2012-12-27,5
"""intermittent fasting""",2012-12-27,37
"User:Gwern OR User:Marudubshinki OR gwern OR gwern.net",2012-12-29,6
"""Death Note"" (script OR live-action OR Parlapanides)",2012-12-30,12
"User:Gwern OR User:Marudubshinki OR gwern OR gwern.net",2012-12-30,5
"""Frank Herbert"" -mason",2012-12-31,16
"dual n-back",2013-01-02,13
"""LessWrong"" OR ""Singularity Institute""",2013-01-02,14
"melatonin",2013-01-03,29
"""intermittent fasting""",2013-01-03,106
"""Spaced repetition"" OR ""spacing effect""",2013-01-04,12
"User:Gwern OR User:Marudubshinki OR gwern OR gwern.net",2013-01-05,10
"""Death Note"" (script OR live-action OR Parlapanides)",2013-01-06,23
"""Frank Herbert"" -mason",2013-01-07,7
"User:Gwern OR User:Marudubshinki OR gwern OR gwern.net",2013-01-08,12
"""Silk Road"" (bitcoin OR drugs OR cryptography)",2013-01-08,12
"""Gene Wolfe""",2013-01-09,22
"dual n-back",2013-01-09,21
"""LessWrong"" OR ""Singularity Institute""",2013-01-09,14
"User:Gwern OR User:Marudubshinki OR gwern OR gwern.net",2013-01-09,4
"User:Gwern OR User:Marudubshinki OR gwern OR gwern.net",2013-01-10,8
"""intermittent fasting""",2013-01-10,100
"""Nick Bostrom""",2013-01-10,8
"melatonin",2013-01-10,20
"User:Gwern OR User:Marudubshinki OR gwern OR gwern.net",2013-01-11,5
"""Spaced repetition"" OR ""spacing effect""",2013-01-11,15
"User:Gwern OR User:Marudubshinki OR gwern OR gwern.net",2013-01-12,10
"""Death Note"" (script OR live-action OR Parlapanides)",2013-01-13,12
"""Frank Herbert"" -mason",2013-01-14,26
"dual n-back",2013-01-15,18
"""LessWrong"" OR ""Singularity Institute""",2013-01-15,11
"""Gene Wolfe""",2013-01-16,11
"""Silk Road"" (bitcoin OR drugs OR cryptography)",2013-01-16,21
"""intermittent fasting""",2013-01-17,126
"melatonin",2013-01-17,16
"""Nick Bostrom""",2013-01-17,11
"""Spaced repetition"" OR ""spacing effect""",2013-01-18,13
"""Death Note"" (script OR live-action OR Parlapanides)",2013-01-20,13
"modafinil",2013-01-21,16
"""Frank Herbert"" -mason",2013-01-21,36
"R. A. Lafferty",2013-01-21,9
"""Silk Road"" (bitcoin OR drugs OR cryptography)",2013-01-22,10
"dual n-back",2013-01-22,17
"""LessWrong"" OR ""Singularity Institute""",2013-01-23,7
"melatonin",2013-01-24,30
"""intermittent fasting""",2013-01-24,105
"""sunk cost"" OR ""concorde effect""",2013-01-24,4
"User:Gwern OR User:Marudubshinki OR gwern OR gwern.net",2013-01-25,10
"""Spaced repetition"" OR ""spacing effect""",2013-01-25,15
"User:Gwern OR User:Marudubshinki OR gwern OR gwern.net",2013-01-27,10
"User:Gwern OR User:Marudubshinki OR gwern OR gwern.net",2013-01-28,11
"""Death Note"" (script OR live-action OR Parlapanides)",2013-01-28,17
"""Frank Herbert"" -mason",2013-01-28,49
"modafinil",2013-01-28,15
"""Silk Road"" (bitcoin OR drugs OR cryptography)",2013-01-29,10
"""Gene Wolfe""",2013-01-30,17
"""LessWrong"" OR ""Singularity Institute""",2013-01-30,10
"dual n-back",2013-01-30,11
"""Nick Bostrom""",2013-01-31,23
"""intermittent fasting""",2013-01-31,100
"melatonin",2013-01-31,17
"""sunk cost"" OR ""concorde effect""",2013-01-31,11
"""Spaced repetition"" OR ""spacing effect""",2013-02-01,17
"""Death Note"" (script OR live-action OR Parlapanides)",2013-02-03,22
"""Mark Lombardi"" -""Maryville University""",2013-02-03,12
"User:Gwern OR User:Marudubshinki OR gwern OR gwern.net",2013-02-04,4
"modafinil",2013-02-04,9
"""Frank Herbert"" -mason",2013-02-04,42
"dual n-back",2013-02-06,15
"""LessWrong"" OR ""Singularity Institute""",2013-02-06,14
"""Gene Wolfe""",2013-02-06,11
"""Silk Road"" (bitcoin OR drugs OR cryptography)",2013-02-06,23
"""Nick Bostrom""",2013-02-07,17
"""intermittent fasting""",2013-02-07,87
"melatonin",2013-02-07,21
"User:Gwern OR User:Marudubshinki OR gwern OR gwern.net",2013-02-09,10
"""Spaced repetition"" OR ""spacing effect""",2013-02-09,7
"""Death Note"" (script OR live-action OR Parlapanides)",2013-02-10,16
"""Frank Herbert"" -mason",2013-02-11,36
"""Gene Wolfe""",2013-02-13,14
"""LessWrong"" OR ""Singularity Institute""",2013-02-13,15
"""Silk Road"" (bitcoin OR drugs OR cryptography)",2013-02-13,16
"""LessWrong"" OR ""Singularity Institute"" OR ""MIRI"" OR",2013-02-13,182
"dual n-back",2013-02-13,14
"melatonin",2013-02-14,17
"""Nick Bostrom""",2013-02-14,12
"""intermittent fasting""",2013-02-14,71
"""Spaced repetition"" OR ""spacing effect""",2013-02-15,10
"""Frank Herbert"" -mason",2013-02-18,27
"""Death Note"" (script OR live-action OR Parlapanides)",2013-02-18,23
"""Mark Lombardi"" -""Maryville University""",2013-02-18,7
"User:Gwern OR User:Marudubshinki OR gwern OR gwern.net",2013-02-19,10
"((""Hideaki Anno"" OR ""Anno Hideaki"") interview) OR Neon",2013-02-19,7
"User:Gwern OR User:Marudubshinki OR gwern OR gwern.net",2013-02-20,9
"""Silk Road"" (bitcoin OR drugs OR cryptography)",2013-02-20,27
"dual n-back",2013-02-20,13
"""Gene Wolfe""",2013-02-20,11
"""LessWrong"" OR ""Singularity Institute"" OR ""MIRI"" OR",2013-02-20,225
"User:Gwern OR User:Marudubshinki OR gwern OR gwern.net",2013-02-21,15
"""intermittent fasting""",2013-02-21,71
"melatonin",2013-02-21,9
"""Spaced repetition"" OR ""spacing effect""",2013-02-22,12
"User:Gwern OR User:Marudubshinki OR gwern OR gwern.net",2013-02-23,7
"""Death Note"" (script OR live-action OR Parlapanides)",2013-02-24,13
"""Frank Herbert"" -mason",2013-02-25,23
"""Silk Road"" (bitcoin OR drugs OR cryptography)",2013-02-26,25
"""Gene Wolfe""",2013-02-27,15
"""LessWrong"" OR ""Singularity Institute"" OR ""MIRI"" OR",2013-02-27,205
"""Nick Bostrom""",2013-02-27,11
"""intermittent fasting""",2013-02-28,75
"melatonin",2013-02-28,13
"""Spaced repetition"" OR ""spacing effect""",2013-03-01,11
"User:Gwern OR User:Marudubshinki OR gwern OR gwern.net",2013-03-02,5
"""Death Note"" (script OR live-action OR Parlapanides)",2013-03-03,33
"modafinil",2013-03-04,7
"""Silk Road"" (bitcoin OR drugs OR cryptography)",2013-03-05,11
"""Gene Wolfe""",2013-03-06,7
"dual n-back",2013-03-06,9
"""LessWrong"" OR ""Singularity Institute"" OR ""MIRI"" OR",2013-03-06,211
"""sunk cost"" OR ""concorde effect""",2013-03-07,16
"""intermittent fasting""",2013-03-07,88
"""Nick Bostrom""",2013-03-07,11
"melatonin",2013-03-07,31
"modafinil",2013-03-11,16
"""Frank Herbert"" -mason",2013-03-11,16
"""Gene Wolfe""",2013-03-12,25
"""Silk Road"" (bitcoin OR drugs OR cryptography)",2013-03-13,19
"dual n-back",2013-03-13,22
"""LessWrong"" OR ""Singularity Institute"" OR ""MIRI"" OR",2013-03-13,229
"""intermittent fasting""",2013-03-14,103
"""sunk cost"" OR ""concorde effect""",2013-03-14,5
"""Nick Bostrom""",2013-03-14,20
"melatonin",2013-03-14,35
"User:Gwern OR User:Marudubshinki OR gwern OR gwern.net",2013-03-14,5
"""Spaced repetition"" OR ""spacing effect""",2013-03-15,6
"User:Gwern OR User:Marudubshinki OR gwern OR gwern.net",2013-03-15,6
"User:Gwern OR User:Marudubshinki OR gwern OR gwern.net",2013-03-17,6
"""Mark Lombardi"" -""Maryville University""",2013-03-17,13
"""Death Note"" (script OR live-action OR Parlapanides)",2013-03-18,14
"modafinil",2013-03-18,9
"""Frank Herbert"" -mason",2013-03-18,19
"""Silk Road"" (bitcoin OR drugs OR cryptography)",2013-03-20,33
"dual n-back",2013-03-20,16
"""LessWrong"" OR ""Singularity Institute"" OR ""MIRI"" OR",2013-03-20,221
"""Nick Bostrom""",2013-03-21,10
"""intermittent fasting""",2013-03-21,83
"melatonin",2013-03-21,28
"User:Gwern OR User:Marudubshinki OR gwern OR gwern.net",2013-03-22,10
"""Spaced repetition"" OR ""spacing effect""",2013-03-22,9
"""Death Note"" (script OR live-action OR Parlapanides)",2013-03-24,6
"User:Gwern OR User:Marudubshinki OR gwern OR gwern.net",2013-03-24,5
"modafinil",2013-03-25,16
"""Frank Herbert"" -mason",2013-03-25,47
"""Silk Road"" (bitcoin OR drugs OR cryptography)",2013-03-26,60
"""Gene Wolfe""",2013-03-27,16
"""LessWrong"" OR ""Singularity Institute"" OR ""MIRI"" OR",2013-03-27,221
"""Nick Bostrom""",2013-03-28,24
"""sunk cost"" OR ""concorde effect""",2013-03-28,16
"""intermittent fasting""",2013-03-28,10
"melatonin",2013-03-28,22
"""Spaced repetition"" OR ""spacing effect""",2013-03-29,12
"User:Gwern OR User:Marudubshinki OR gwern OR gwern.net",2013-03-31,10
"""Death Note"" (script OR live-action OR Parlapanides)",2013-03-31,12
"User:Gwern OR User:Marudubshinki OR gwern OR gwern.net",2013-04-01,12
"modafinil",2013-04-01,10
"""Frank Herbert"" -mason",2013-04-01,11
"""Silk Road"" (bitcoin OR drugs OR cryptography)",2013-04-02,127
"""Gene Wolfe""",2013-04-03,9
"dual n-back",2013-04-03,15
"""LessWrong"" OR ""Singularity Institute"" OR ""MIRI"" OR",2013-04-03,221
"""intermittent fasting""",2013-04-04,129
"melatonin",2013-04-04,87
"modafinil",2013-04-04,16
"google (""shut down"" OR ""shutting"" OR ""closing"" OR",2013-04-04,99
"google (""shut down"" OR ""shutting"" OR ""closing"" OR",2013-04-05,23
"google (""shut down"" OR ""shutting"" OR ""closing"" OR",2013-04-06,19
"google (""shut down"" OR ""shutting"" OR ""closing"" OR",2013-04-07,13
"User:Gwern OR User:Marudubshinki OR gwern OR gwern.net",2013-04-08,9
"""Frank Herbert"" -mason",2013-04-08,30
"""Mark Lombardi"" -""Maryville University""",2013-04-08,14
"google (""shut down"" OR ""shutting"" OR ""closing"" OR",2013-04-08,26
"""Silk Road"" (bitcoin OR drugs OR cryptography)",2013-04-10,11
"google (""shut down"" OR ""shutting"" OR ""closing"" OR",2013-04-10,58
"""Gene Wolfe""",2013-04-10,10
"dual n-back",2013-04-10,17
"""LessWrong"" OR ""Singularity Institute"" OR ""MIRI"" OR",2013-04-10,219
"google (""shut down"" OR ""shutting"" OR ""closing"" OR",2013-04-10,47
"User:Gwern OR User:Marudubshinki OR gwern OR gwern.net",2013-04-11,9
"""intermittent fasting""",2013-04-11,127
"""Nick Bostrom""",2013-04-11,11
"melatonin",2013-04-11,24
"""sunk cost"" OR ""concorde effect""",2013-04-11,25
"modafinil",2013-04-11,29
"google (""shut down"" OR ""shutting"" OR ""closing"" OR",2013-04-11,32
"User:Gwern OR User:Marudubshinki OR gwern OR gwern.net",2013-04-12,10
"""Spaced repetition"" OR ""spacing effect""",2013-04-12,11
"google (""shut down"" OR ""shutting"" OR ""closing"" OR",2013-04-12,31
"google (""shut down"" OR ""shutting"" OR ""closing"" OR",2013-04-13,16
"User:Gwern OR User:Marudubshinki OR gwern OR gwern.net",2013-04-14,7
"""Death Note"" (script OR live-action OR Parlapanides)",2013-04-14,12
"google (""shut down"" OR ""shutting"" OR ""closing"" OR",2013-04-14,23
"R. A. Lafferty",2013-04-15,7
"""Frank Herbert"" -mason",2013-04-15,51
"google (""shut down"" OR ""shutting"" OR ""closing"" OR",2013-04-15,23
"google (""shut down"" OR ""shutting"" OR ""closing"" OR",2013-04-17,46
"User:Gwern OR User:Marudubshinki OR gwern OR gwern.net",2013-04-17,10
"""Gene Wolfe""",2013-04-17,25
"""Silk Road"" (bitcoin OR drugs OR cryptography)",2013-04-17,124
"dual n-back",2013-04-17,20
"""LessWrong"" OR ""Singularity Institute"" OR ""MIRI"" OR",2013-04-17,22
"google (""shut down"" OR ""shutting"" OR ""closing"" OR",2013-04-17,52
"((""Hideaki Anno"" OR ""Anno Hideaki"") interview) OR Neon",2013-04-18,9
"""intermittent fasting""",2013-04-18,157
"""sunk cost"" OR ""concorde effect""",2013-04-18,14
"melatonin",2013-04-18,9
"modafinil",2013-04-18,16
"google (""shut down"" OR ""shutting"" OR ""closing"" OR",2013-04-18,98
"""Spaced repetition"" OR ""spacing effect""",2013-04-19,8
"google (""shut down"" OR ""shutting"" OR ""closing"" OR",2013-04-19,48
"google (""shut down"" OR ""shutting"" OR ""closing"" OR",2013-04-20,19
"""Death Note"" (script OR live-action OR Parlapanides)",2013-04-21,18
"google (""shut down"" OR ""shutting"" OR ""closing"" OR",2013-04-21,33
"""Frank Herbert"" -mason",2013-04-22,46
"""Mark Lombardi"" -""Maryville University""",2013-04-22,11
"google (""shut down"" OR ""shutting"" OR ""closing"" OR",2013-04-22,52
"google (""shut down"" OR ""shutting"" OR ""closing"" OR",2013-04-23,17
"""Silk Road"" (bitcoin OR drugs OR cryptography)",2013-04-23,108
"""Gene Wolfe""",2013-04-23,11
"dual n-back",2013-04-24,19
"""LessWrong"" OR ""Singularity Institute"" OR ""MIRI"" OR",2013-04-24,24
"google (""shut down"" OR ""shutting"" OR ""closing"" OR",2013-04-24,29
"((""Hideaki Anno"" OR ""Anno Hideaki"") interview) OR Neon",2013-04-24,5
"""intermittent fasting""",2013-04-25,107
"""Nick Bostrom""",2013-04-25,8
"melatonin",2013-04-25,11
"modafinil",2013-04-25,22
"((""Hideaki Anno"" OR ""Anno Hideaki"") interview) OR Neon",2013-04-25,9
"google (""shut down"" OR ""shutting"" OR ""closing"" OR",2013-04-26,21
"google (""shut down"" OR ""shutting"" OR ""closing"" OR",2013-04-26,37
"google (""shut down"" OR ""shutting"" OR ""closing"" OR",2013-04-27,15
"""Death Note"" (script OR live-action OR Parlapanides)",2013-04-28,0
"google (""shut down"" OR ""shutting"" OR ""closing"" OR",2013-04-28,24
"""Frank Herbert"" -mason",2013-04-29,34
"google (""shut down"" OR ""shutting"" OR ""closing"" OR",2013-04-30,80
"google (launch OR release OR announce)",2013-04-30,259
"google (""shut down"" OR ""shut down"" OR ""shutting"" OR",2013-04-30,17
"""Silk Road"" (bitcoin OR drugs OR cryptography)",2013-04-30,108
"""Gene Wolfe""",2013-04-30,16
"User:Gwern OR User:Marudubshinki OR gwern OR gwern.net",2013-05-01,14
"dual n-back",2013-05-01,22
"""LessWrong"" OR ""Singularity Institute"" OR ""MIRI"" OR",2013-05-01,183
"User:Gwern OR User:Marudubshinki OR gwern OR gwern.net",2013-05-02,10
"""sunk cost"" OR ""concorde effect""",2013-05-02,7
"""intermittent fasting""",2013-05-02,133
"melatonin",2013-05-02,9
"""Nick Bostrom""",2013-05-02,14
"modafinil",2013-05-03,24
"User:Gwern OR User:Marudubshinki OR gwern OR gwern.net",2013-05-06,12
"""Frank Herbert"" -mason",2013-05-06,10
"((""Hideaki Anno"" OR ""Anno Hideaki"") interview) OR Neon",2013-05-06,12
"User:Gwern OR User:Marudubshinki OR gwern OR gwern.net",2013-05-07,10
"google (""shut down"" OR ""shut down"" OR ""shutting"" OR",2013-05-07,190
"google (launch OR release OR announce)",2013-05-07,21
"""Gene Wolfe""",2013-05-08,10
"""Silk Road"" (bitcoin OR drugs OR cryptography)",2013-05-08,13
"User:Gwern OR User:Marudubshinki OR gwern OR gwern.net",2013-05-08,8
"dual n-back",2013-05-08,13
"""LessWrong"" OR ""Singularity Institute"" OR ""MIRI"" OR",2013-05-08,168
"""Nick Bostrom""",2013-05-09,6
"User:Gwern OR User:Marudubshinki OR gwern OR gwern.net",2013-05-09,23
"""sunk cost"" OR ""concorde effect""",2013-05-09,22
"""intermittent fasting""",2013-05-09,23
"melatonin",2013-05-09,113
"User:Gwern OR User:Marudubshinki OR gwern OR gwern.net",2013-05-09,6
"modafinil",2013-05-10,19
"((""Hideaki Anno"" OR ""Anno Hideaki"") interview) OR Neon",2013-05-11,5
"User:Gwern OR User:Marudubshinki OR gwern OR gwern.net",2013-05-11,7
"""Death Note"" (script OR live-action OR Parlapanides)",2013-05-12,43
"((""Hideaki Anno"" OR ""Anno Hideaki"") interview) OR Neon",2013-05-12,11
"R. A. Lafferty",2013-05-13,11
"""Frank Herbert"" -mason",2013-05-13,37
"google (""shut down"" OR ""shut down"" OR ""shutting"" OR",2013-05-14,249
"google (launch OR release OR announce)",2013-05-14,286
"""Gene Wolfe""",2013-05-15,13
"""Silk Road"" (bitcoin OR drugs OR cryptography)",2013-05-15,12
"dual n-back",2013-05-15,13
"""LessWrong"" OR ""Singularity Institute"" OR ""MIRI"" OR",2013-05-15,220
"""sunk cost"" OR ""concorde effect""",2013-05-16,20
"melatonin",2013-05-16,104
"""intermittent fasting""",2013-05-16,17
"modafinil",2013-05-17,22
"""Death Note"" (script OR live-action OR Parlapanides)",2013-05-19,23
"R. A. Lafferty",2013-05-20,8
"""Frank Herbert"" -mason",2013-05-20,52
"google (""shut down"" OR ""shut down"" OR ""shutting"" OR",2013-05-21,40
"google (launch OR release OR announce)",2013-05-21,179
"""Gene Wolfe""",2013-05-22,20
"User:Gwern OR User:Marudubshinki OR gwern OR gwern.net",2013-05-22,6
"""Silk Road"" (bitcoin OR drugs OR cryptography)",2013-05-22,63
"dual n-back",2013-05-22,16
"""LessWrong"" OR ""Singularity Institute"" OR ""MIRI"" OR",2013-05-22,198
"""Nick Bostrom""",2013-05-23,11
"""sunk cost"" OR ""concorde effect""",2013-05-23,17
"melatonin",2013-05-23,130
"""intermittent fasting""",2013-05-23,9
"modafinil",2013-05-24,11
"User:Gwern OR User:Marudubshinki OR gwern OR gwern.net",2013-05-25,12
"""Spaced repetition"" OR ""spacing effect""",2013-05-25,11
"""Mark Lombardi"" -""Maryville University""",2013-05-27,10
"""Death Note"" (script OR live-action OR Parlapanides)",2013-05-27,27
"""Frank Herbert"" -mason",2013-05-27,37
"google (""shut down"" OR ""shut down"" OR ""shutting"" OR",2013-05-28,169
"google (launch OR release OR announce)",2013-05-28,205
"""Silk Road"" (bitcoin OR drugs OR cryptography)",2013-05-29,36
"((""Hideaki Anno"" OR ""Anno Hideaki"") interview) OR Neon",2013-05-29,7
"User:Gwern OR User:Marudubshinki OR gwern OR gwern.net",2013-05-29,8
"dual n-back",2013-05-29,9
"""Gene Wolfe""",2013-05-29,13
"""LessWrong"" OR ""Singularity Institute"" OR ""MIRI"" OR",2013-05-29,205
"((""Hideaki Anno"" OR ""Anno Hideaki"") interview) OR Neon",2013-05-30,6
"""Nick Bostrom""",2013-05-30,6
"melatonin",2013-05-30,109
"""sunk cost"" OR ""concorde effect""",2013-05-30,3
"User:Gwern OR User:Marudubshinki OR gwern OR gwern.net",2013-05-30,9
"modafinil",2013-05-31,26
"""Spaced repetition"" OR ""spacing effect""",2013-06-01,12
"User:Gwern OR User:Marudubshinki OR gwern OR gwern.net",2013-06-01,11
"((""Hideaki Anno"" OR ""Anno Hideaki"") interview) OR Neon",2013-06-01,12
"""Mark Lombardi"" -""Maryville University""",2013-06-03,9
"R. A. Lafferty",2013-06-03,10
"""Death Note"" (script OR live-action OR Parlapanides)",2013-06-03,21
"""Frank Herbert"" -mason",2013-06-03,37
"User:Gwern OR User:Marudubshinki OR gwern OR gwern.net",2013-06-04,6
"google (launch OR release OR announce)",2013-06-04,211
"google (""shut down"" OR ""shut down"" OR ""shutting"" OR",2013-06-04,143
"""Silk Road"" (bitcoin OR drugs OR cryptography)",2013-06-05,9
"dual n-back",2013-06-05,9
"""Gene Wolfe""",2013-06-05,6
"""LessWrong"" OR ""Singularity Institute"" OR ""MIRI"" OR",2013-06-05,223
"""intermittent fasting""",2013-06-06,107
"""Nick Bostrom""",2013-06-06,5
"(anime OR manga) (half-Japanese OR hafu OR half-American)",2013-06-06,10
"""sunk cost"" OR ""concorde effect""",2013-06-06,15
"melatonin",2013-06-06,139
"((""Hideaki Anno"" OR ""Anno Hideaki"") interview) OR Neon",2013-06-06,8
"User:Gwern OR User:Marudubshinki OR gwern OR gwern.net",2013-06-07,14
"modafinil",2013-06-07,15
"""Death Note"" (script OR live-action OR Parlapanides)",2013-06-09,9
"User:Gwern OR User:Marudubshinki OR gwern OR gwern.net",2013-06-10,12
"""Mark Lombardi"" -""Maryville University""",2013-06-10,12
"""Frank Herbert"" -mason",2013-06-10,34
"google (launch OR release OR announce)",2013-06-11,210
"google (""shut down"" OR ""shut down"" OR ""shutting"" OR",2013-06-11,24
"((""Hideaki Anno"" OR ""Anno Hideaki"") interview) OR Neon",2013-06-11,9
"""Silk Road"" (bitcoin OR drugs OR cryptography)",2013-06-12,10
"""intermittent fasting""",2013-06-13,101
"""Nick Bostrom""",2013-06-13,20
"melatonin",2013-06-13,128
"""sunk cost"" OR ""concorde effect""",2013-06-13,18
"modafinil",2013-06-13,29
"((""Hideaki Anno"" OR ""Anno Hideaki"") interview) OR Neon",2013-06-14,9
"User:Gwern OR User:Marudubshinki OR gwern OR gwern.net",2013-06-15,7
"""Death Note"" (script OR live-action OR Parlapanides)",2013-06-16,12
"""Frank Herbert"" -mason",2013-06-17,26
"""Mark Lombardi"" -""Maryville University""",2013-06-17,20
"google (launch OR release OR announce)",2013-06-18,177
"google (""shut down"" OR ""shut down"" OR ""shutting"" OR",2013-06-18,219
"dual n-back",2013-06-18,19
"""Silk Road"" (bitcoin OR drugs OR cryptography)",2013-06-18,30
"User:Gwern OR User:Marudubshinki OR gwern OR gwern.net",2013-06-19,8
"""Gene Wolfe""",2013-06-19,17
"""sunk cost"" OR ""concorde effect""",2013-06-20,18
"melatonin",2013-06-20,155
